prompt_with_emotion,response_with_emotion
"We moved to a new house last year and love it - and have spend much less working on projects and more time with the kids., joyful","['We moved to a new house last year and love it - and have spend much less working on projects and more time with the kids., hopeful', ""That's great! That time with the kids will really be worth it_comma_ ultimately., caring"", 'Absolutely_comma_ and the time taken to becmoe experts on home repair is rather large., caring', ""Yeah_comma_ it's a good thing that you have a lot of time for other more important things now., caring""]"
"We recently went on vacation with some friends to Disney world.  They had never been before and we are annual passholders so we have been several times over the last year., confident","['We had a really good time on our vacation a couple of weeks ago., excited', 'Thats sound nice. I went on vacation to Thailand last week. What did you do?, surprised', 'We went to Disney world with some friends who had never been before.  We are passholders so we have been several times_comma_ but it was fun getting to see it throught the eyes of someone who had never been before., caring', 'I know what that feels like. It must have been exciting! , caring', 'We had a great time!  We both have small kids so they loved playing together_comma_ and it was nice to get to help show our friends the ropes and all the secrets lol, caring', ""Acting as a 'mentor' in these situations is always fun and it makes the whole experience better!, caring"", 'It is for me.  I am very type A_comma_ and getting to plan and coordinate everything is right up my alley!, caring']"
"We tried for a baby for a long time_comma_ almost 4 years.  Waiting those 9 months to meet her were so hard!, anticipating","['We tried for a baby for a long time_comma_ almost 4 years. Waiting those 9 months to meet her were so hard!, caring', 'Yes. I do not have any kids myself., surprised', 'We have two now and they are both almost grown - time for grandkids I guess!, caring', 'Yes. Grandkids would be fun., surprised']"
"We were getting ready to move back to our hometown after nine years away. I could not wait to be back close to family and friends., anticipating","['Last year I was so excited to be moving., jealous', 'oh well_comma_ where did you move?, caring', 'We moved back to our hometown. We were so looking forward to being near family and friends again., surprised', ""wow!! wonderful isn't!! you would have been over the moon once you moved.., caring""]"
"We've had some big rain storms where I live this spring and summer. The creek behind my house got almost in the yard twice already. Very scary., terrified","['We have had some big rain storms this spring and summer. The creek behind my house got in my yard twice. Very scary., caring', ""oh no! that's scary! The house didn't get flooded_comma_ right?, annoyed"", 'Not this time. But it did a little bit in 2009. and the mud and mess was unbelievably hard to clean up., confident', ""i'm sorry to hear that!, caring"", 'You get very stressed out _comma_ like post traumatic stress disorder when it starts raining lol, furious']"
"Went for a visit to the place I grew up and it has gone down hill a lot since I was there last. Very sad. A lot of the houses look so run down and dilapidated. , nostalgic","['I visited my old home town recently and it has gone down hill so much.  A lot of the houses are run down and dilapidated. So sad., embarrased', 'That sucks..... always bad to see something like that. Did you atleast enjoy your trip? , grateful', 'Yeah_comma_ I got to see a few people I knew . It was still fun, caring', 'Aw thats good! Im glad you still had a good time. , caring', 'Thank you . Hope you get a vacation this year too., embarrased']"
"Went out with my friends last night after not seeing each other for a year. I was in another country for work and just got back., joyful","['Went out with my friends last night after not seeing each other for a year. I was in another country for work and just got back., impressed', 'Oh_comma_ I bet that was fun and interesting visiting another country too., surprised', 'Yea. It was nice learning about the culture there_comma_ and people were really nice., caring', 'I like to try different types of food from other places too. Then try to make them later on., surprised']"
"Went to the beach the other day and remember how much my friend liked going together., sentimental","['Went to the beach the other day and remember how much my friend liked going together., caring', 'oh_comma_ did you enjoy it? I love going to the beach, angry', ""Yea. I enjoyed it alot. That's why it made me think of my buddy., grateful"", 'you miss your buddy_comma_ huh, excited']"
"When Argentina won the semi-finals in 2014 I was so excited! I screamed so much!, joyful","['Back in the 2014 World Cup I was super excited when Argentina won against the Netherlands in the semi-final. It was crazy!, angry', 'So I take it you are a soccer fan?  It seems America is finally getting into the sport.  Do you play yourself?, disgusted', ""I used to when I was a kid but not since then! But I have to follow it_comma_ I was born in Argentina_comma_ it's in my blood, furious"", 'I would imagine so!  Argentina seems like a lovely place to live., confident', 'It really is! And the food is amazing, caring']"
"When I got the results back to all my finals for last semester of college. I thought I might fail but I passed all my classes., joyful","['I finished all my finals a couple of months ago for my sophomore year of college., furious', 'That must have been a burden lifted for sure!, embarrased', 'It really was_comma_ I was scared I would fail but I ended up passing all my classes and even doing well in most of them_comma_ I was over joyed., caring', 'That must have been a burden lifted for sure!, surprised']"
