prompt_with_emotion,response_with_emotion
"Yesterday at the doctors I had to get a shot.  The worse part was the anticipation while waiting for what seemed like forever for them to come in and give it to me.  It was emotionally draining., fear","['What is your health issue?, fear', 'I am having shoulder pain from an injury 7-8 years ago.  He decided I should have a cortisone shot., anger', 'Sorry to hear that. I have same issues with my knees., sadness']"
"Yesterday at the doctors I had to get a shot.  The worse part was the anticipation while waiting for what seemed like forever for them to come in and give it to me.  It was emotionally draining., joy","['Yesterday I went to the doctor  and had to get a shot., fear']"
"Yesterday_comma_ I was really craving Dairy Queen. So_comma_ I got in my car and went to grab some Blizzards. When I got there_comma_ they were closed. , fear","[""I'm sorry to hear that.  That must have been frustrating., joy""]"
"Yesterday_comma_ I was really craving Dairy Queen. So_comma_ I got in my car and went to grab some Blizzards. When I got there_comma_ they were closed. , joy","['Hopefully you were able to get the ice cream that you wanted in the following days., anger']"
"Yesterday_comma_ I was really craving Dairy Queen. So_comma_ I got in my car and went to grab some Blizzards. When I got there_comma_ they were closed. , sadness","['I drove to Dairy Queen but it was closed. , fear', 'I just really wanted some ice cream! Now I know their hours_comma_ though., anger']"
"am going to see my cousin this weekend its going to be fun, anger","['So I think we are all going to see the cousins new boat this weekend!, neutral']"
"am going to see my cousin this weekend its going to be fun, fear","[""Ah that sounds like a good time. Hope it doesn't rain for you guys., anger""]"
"am going to see my cousin this weekend its going to be fun, neutral","['We are supposed to get some showers in the morning but thats it, joy', 'Yea the radars are usually accurate. Cook good food for me., sadness']"
"getting ready for irma , fear","['Im glad you are ok_comma_ How is your community., joy']"
"getting ready for irma , joy","['It was insane getting ready for hurricane IRMA to hit last year.... , joy', 'Did you get hit my it? I bet that was scary., joy']"
"getting ready for irma , sadness","['We did but it wasnt too bad_comma_ not as bad as the news made it out to sound. , anger']"
"i am angry against a friend that suppose to help me., fear","['That sucks... what was he or she supposed to help you with? , sadness', ""I wanted to wall mount my TV but my friend didn't come and turned off his cell phone. I was always helping him for anything., joy""]"
"i am angry against a friend that suppose to help me., joy","['i am angry against a friend that suppose to help me., joy', 'Well I hope you two can talk it out_comma_ express your feelings and work it out together! Friendship is hard to come by these days... , joy']"
"i applied for 200+ jobs and still didn't hear from none of them!, anger","['I hear ya.. I hope you find one soon... wishing you all of the best! , joy']"
"i applied for 200+ jobs and still didn't hear from none of them!, fear","['Bummer!!! Are you looking for a work at home job or just an outside job? , sadness', 'thank you!, neutral']"
"i applied for 200+ jobs and still didn't hear from none of them!, sadness","[""so i applied for 200+ jobs and i can't believe i didn't hear from none of them!, fear"", 'just any job at this point. just a full time stable job, fear']"
"i changed my own oil , anger","['Yes my dad taught me also., fear']"
"i changed my own oil , joy","['Thats great.I  change my oil all the time., joy', 'I havent changed my oil in years since my dad taught me so... it was an achievement for sure. , fear']"
"i changed my own oil , neutral","['I managed to change the oil in my car on my own without breaking anything..., anger']"
"i know i can lose weight, anger","['Then you should have no problems at all!, fear']"
"i know i can lose weight, fear","['I am sure you can_comma_ it just takes dedication and effort is all!, joy']"
"i know i can lose weight, neutral","['i really want to lose weight. i know i can do it, sadness']"
"i know i can lose weight, sadness","[""yes_comma_ and i'm very motivated, neutral""]"
"i used to scare for darkness, fear","[' it feels like hitting to blank wall when i see the darkness, joy', ""Oh ya? I don't really see how, fear"", 'dont you feel so.. its a wonder , neutral', 'I do actually hit blank walls a lot of times but i get by, neutral', ' i virtually thought so.. and i used to get sweatings, sadness', 'Wait what are sweatings, neutral']"
